0,1,2,3,4,5,6,7
ATL,NO,Sun,EARLY,16,CBS,0,1
ATL,NO,Sun,EARLY,17,CBS,0,0
ATL,NO,Sun,EARLY,2,CBS,0,1
ATL,NO,Sun,EARLY,3,CBS,0,1
ATL,NO,Sun,EARLY,4,CBS,0,1
ATL,NO,Sun,EARLY,5,CBS,0,1
ATL,NO,Sun,EARLY,6,CBS,0,1
ATL,NO,Sun,EARLY,7,CBS,0,1
ATL,NO,Sun,EARLY,8,CBS,0,1
ATL,NO,Sun,EARLY,9,CBS,0,1
ATL,NO,Sun,EARLY,1,FOX,0,1
ATL,NO,Sun,EARLY,10,FOX,0,1
ATL,NO,Sun,EARLY,11,FOX,0,1
